agent,board,magnitude,frequency,seed,label,condition,shift_idx,to_opponent,returns_to_A,shift_at_step,baseline,threshold80,min_rolling,perf_drop,end_rolling,disrupted,recovered,recovery_games,adapt_cost_games,adapt_cost_ksteps,segment_games
feudal,9x9,high,f1,1,high-f1,greedy-phase2-high-f1-s1,0,defensive,1,300095,0.78,0.624,0.19,0.59,0.43,1,1,1,6119.02,350.44,25916
feudal,9x9,high,f1,1,high-f1,greedy-phase2-high-f1-s1,1,greedy,0,1800075,0.43,0.344,0.42,0.01,0.85,0,1,0,0.06,0.0,6086
feudal,9x9,low,f2,0,low-f2,corner-phase2-low-f2,0,edge,1,300097,0.84,0.672,0.46,0.38,0.78,1,1,621,646.74,53.6,5840
feudal,9x9,low,f2,0,low-f2,corner-phase2-low-f2,1,corner,0,800154,0.78,0.624,0.56,0.22,0.77,1,1,2,222.84,17.98,6206
feudal,9x9,low,f2,0,low-f2,corner-phase2-low-f2,2,edge,1,1300107,0.77,0.616,0.54,0.23,0.92,1,1,51,70.1,5.1,6612
feudal,9x9,low,f2,0,low-f2,corner-phase2-low-f2,3,corner,0,1800140,0.92,0.736,0.66,0.26,0.79,1,1,3,453.02,38.79,5959
feudal,9x9,low,f2,1,low-f2,corner-phase2-low-f2-s1,0,edge,1,300066,0.76,0.608,0.65,0.11,0.8,0,1,0,25.26,2.07,6303
feudal,9x9,low,f2,1,low-f2,corner-phase2-low-f2-s1,1,corner,0,800089,0.8,0.64,0.58,0.22,0.77,1,1,61,86.11,6.93,6191
feudal,9x9,low,f2,1,low-f2,corner-phase2-low-f2-s1,2,edge,1,1300154,0.77,0.616,0.7,0.07,0.9,0,1,0,10.51,0.88,6408
feudal,9x9,low,f2,1,low-f2,corner-phase2-low-f2-s1,3,corner,0,1800093,0.9,0.72,0.67,0.23,0.94,1,1,3,93.95,6.88,6835
feudal,9x9,med,f1,0,med-f1,corner-phase2-med-f1,0,defensive,1,300116,0.84,0.672,0.35,0.49,0.77,1,1,800,3051.11,196.38,22800
feudal,9x9,med,f1,0,med-f1,corner-phase2-med-f1,1,corner,0,1800132,0.77,0.616,0.52,0.25,0.9,1,1,12,197.21,18.92,5689
feudal,9x9,med,f3,2,med-f3,corner-phase2-med-f3-s2,0,defensive,1,300100,0.72,0.576,0.47,0.25,0.78,1,1,72,74.93,5.49,2669
feudal,9x9,med,f3,2,med-f3,corner-phase2-med-f3-s2,1,corner,0,500197,0.78,0.624,0.53,0.25,0.64,1,1,4,230.17,17.53,2604
feudal,9x9,med,f3,2,med-f3,corner-phase2-med-f3-s2,2,defensive,1,700112,0.64,0.512,0.41,0.23,0.85,1,1,18,134.0,8.47,2945
feudal,9x9,med,f3,2,med-f3,corner-phase2-med-f3-s2,3,corner,0,900084,0.85,0.68,0.51,0.34,0.8,1,1,3,300.11,22.68,2605
feudal,9x9,med,f3,2,med-f3,corner-phase2-med-f3-s2,4,defensive,1,1100166,0.8,0.64,0.58,0.22,0.78,1,1,1,139.87,9.49,2869
feudal,9x9,med,f3,2,med-f3,corner-phase2-med-f3-s2,5,corner,0,1300121,0.78,0.624,0.43,0.35,0.65,1,1,23,329.01,28.09,2366
feudal,9x9,med,f3,2,med-f3,corner-phase2-med-f3-s2,6,defensive,1,1500128,0.65,0.52,0.65,0.0,0.66,0,1,0,0.0,0.0,2691
feudal,9x9,med,f3,2,med-f3,corner-phase2-med-f3-s2,7,corner,0,1700090,0.66,0.528,0.61,0.05,0.86,0,1,0,0.94,0.08,2418
feudal,9x9,med,f3,2,med-f3,corner-phase2-med-f3-s2,8,defensive,1,1900096,0.86,0.688,0.53,0.33,0.68,1,1,18,384.71,26.03,2908
feudal,9x9,med,f3,2,med-f3,corner-phase2-med-f3-s2,9,corner,0,2100067,0.68,0.544,0.67,0.01,0.77,0,1,0,0.01,0.0,2452
feudal,9x9,low,f3,0,low-f3,corner-phase2-low-f3,0,edge,1,300097,0.84,0.672,0.46,0.38,0.76,1,1,621,469.43,37.62,2384
feudal,9x9,low,f3,0,low-f3,corner-phase2-low-f3,1,corner,0,500255,0.76,0.608,0.45,0.31,0.72,1,1,123,162.26,15.95,2027
feudal,9x9,low,f3,0,low-f3,corner-phase2-low-f3,2,edge,1,700222,0.72,0.576,0.64,0.08,0.73,0,1,0,9.39,0.75,2229
feudal,9x9,low,f3,0,low-f3,corner-phase2-low-f3,3,corner,0,900088,0.73,0.584,0.42,0.31,0.76,1,1,39,82.41,5.86,2437
feudal,9x9,low,f3,0,low-f3,corner-phase2-low-f3,4,edge,1,1100116,0.76,0.608,0.61,0.15,0.96,0,1,0,10.79,0.77,2610
feudal,9x9,low,f3,0,low-f3,corner-phase2-low-f3,5,corner,0,1300198,0.96,0.768,0.62,0.34,0.76,1,1,1,321.53,25.24,2509
feudal,9x9,low,f3,0,low-f3,corner-phase2-low-f3,6,edge,1,1500161,0.76,0.608,0.41,0.35,0.57,1,1,3,74.09,5.33,2583
feudal,9x9,low,f3,0,low-f3,corner-phase2-low-f3,7,corner,0,1700112,0.57,0.456,0.53,0.04,0.63,0,1,0,0.67,0.05,2600
feudal,9x9,low,f3,0,low-f3,corner-phase2-low-f3,8,edge,1,1900091,0.63,0.504,0.4,0.23,0.91,1,1,45,73.91,4.72,2845
feudal,9x9,low,f3,0,low-f3,corner-phase2-low-f3,9,corner,0,2100104,0.91,0.728,0.47,0.44,0.91,1,1,3,200.94,15.2,2556
feudal,9x9,low,f1,2,low-f1,corner-phase2-low-f1-s2,0,edge,1,300124,0.72,0.576,0.47,0.25,0.94,1,1,39,159.77,11.85,20597
feudal,9x9,low,f1,2,low-f1,corner-phase2-low-f1-s2,1,corner,0,1800140,0.94,0.752,0.69,0.25,0.85,1,1,1,427.89,37.01,5822
feudal,9x9,high,f3,2,high-f3,greedy-phase2-high-f3-s2,0,defensive,1,300059,0.82,0.656,0.21,0.61,0.4,1,1,252,1343.52,77.18,3433
feudal,9x9,high,f3,2,high-f3,greedy-phase2-high-f3-s2,1,greedy,0,500059,0.4,0.32,0.41,-0.01,0.76,0,1,0,0.0,0.0,2728
feudal,9x9,high,f3,2,high-f3,greedy-phase2-high-f3-s2,2,defensive,1,700072,0.76,0.608,0.34,0.42,0.51,1,1,697,928.34,53.5,3463
feudal,9x9,high,f3,2,high-f3,greedy-phase2-high-f3-s2,3,greedy,0,900083,0.51,0.408,0.51,0.0,0.9,0,1,0,0.0,0.0,3010
feudal,9x9,high,f3,2,high-f3,greedy-phase2-high-f3-s2,4,defensive,1,1100093,0.9,0.72,0.27,0.63,0.57,1,0,3485,1412.7,79.83,3518
feudal,9x9,high,f3,2,high-f3,greedy-phase2-high-f3-s2,5,greedy,0,1300106,0.57,0.456,0.57,0.0,0.8,0,1,0,0.0,0.0,3059
feudal,9x9,high,f3,2,high-f3,greedy-phase2-high-f3-s2,6,defensive,1,1500127,0.8,0.64,0.3,0.5,0.61,1,1,14,1196.18,65.92,3615
feudal,9x9,high,f3,2,high-f3,greedy-phase2-high-f3-s2,7,greedy,0,1700052,0.61,0.488,0.6,0.01,0.86,0,1,0,0.24,0.01,3206
feudal,9x9,high,f3,2,high-f3,greedy-phase2-high-f3-s2,8,defensive,1,1900087,0.86,0.688,0.19,0.67,0.19,1,0,3727,1595.94,84.17,3771
feudal,9x9,high,f3,2,high-f3,greedy-phase2-high-f3-s2,9,greedy,0,2100095,0.19,0.152,0.2,-0.01,0.91,0,1,0,0.0,0.0,3142
feudal,9x9,med,f1,1,med-f1,corner-phase2-med-f1-s1,0,defensive,1,300110,0.76,0.608,0.34,0.42,0.92,1,1,47,286.33,18.57,20958
feudal,9x9,med,f1,1,med-f1,corner-phase2-med-f1-s1,1,corner,0,1800118,0.92,0.736,0.65,0.27,0.91,1,1,52,234.92,21.65,5497
feudal,9x9,high,f1,0,high-f1,greedy-phase2-high-f1,0,defensive,1,300057,0.87,0.696,0.24,0.63,0.53,1,1,3234,7439.5,427.66,25873
feudal,9x9,high,f1,0,high-f1,greedy-phase2-high-f1,1,greedy,0,1800056,0.53,0.424,0.39,0.14,0.74,1,1,1,11.61,0.83,7484
feudal,9x9,high,f2,2,high-f2,greedy-phase2-high-f2-s2,0,defensive,1,300059,0.82,0.656,0.21,0.61,0.58,1,1,252,2529.56,146.28,8529
feudal,9x9,high,f2,2,high-f2,greedy-phase2-high-f2-s2,1,greedy,0,800069,0.58,0.464,0.55,0.03,0.82,0,1,0,0.12,0.01,7187
feudal,9x9,high,f2,2,high-f2,greedy-phase2-high-f2-s2,2,defensive,1,1300113,0.82,0.656,0.28,0.54,0.52,1,1,459,2621.65,145.52,8954
feudal,9x9,high,f2,2,high-f2,greedy-phase2-high-f2-s2,3,greedy,0,1800078,0.52,0.416,0.51,0.01,0.83,0,1,0,0.07,0.0,7283
